source,excerpt,place,agent,excerptStarts,excerptEnds,sourceSize,placeInSource,agentInSource,placeInExcerpt,agentInExcerpt,placeDistanceFromExcerpt,agentDistanceFromExcerpt
cu31924022334563,1438680995516,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",235335,237203,827587,36,0,0,0,-1411143,-1
musicallettersf00unkngoog,1448310549245,"","",137494,141407,571646,0,0,0,0,-1,-1
recentmusicmusic00mosc,1431445668256,"http://dbpedia.org/resource/London","",668943,669145,968055,220,0,0,0,-1238113,-1
recentmusicmusic00mosc,1431697584022,"http://dbpedia.org/resource/Gewandhaus","",729902,730183,968055,32,0,1,0,0,-1
twomenmemoir00soutuoft,1435574979068,"http://dbpedia.org/resource/Hannescamps","",381547,381866,494037,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437406989981,"http://dbpedia.org/resource/London","",338684,339074,520572,70,0,0,0,-701578,-1
thirtyyearsofmus00kleiuoft,1439034240779,"","",99127,102396,565930,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438170164484,"","",82309,83229,578001,0,0,0,0,-1,-1
musingsmemorieso00hensuoft,1509445124535,"http://dbpedia.org/resource/Cologne","http://dbpedia.org/resource/George_Henschel",211897,212608,516273,12,2,1,0,0,-505223
musicallettersf00unkngoog,1448314192885,"","",179720,179952,571646,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1431615187175,"http://dbpedia.org/resource/Paris","",412407,415854,501477,33,0,3,0,0,-1
musicallettersf00unkngoog,1448396682588,"","",302568,302719,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448286880729,"","",112159,113274,571646,0,0,0,0,-1,-1
cu31924022334563,1438765478053,"","",411420,412138,827587,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1436954332871,"http://dbpedia.org/resource/Drury_Lane","",233746,233923,520572,21,0,0,0,-702231,-1
reminiscencesofm02kellrich,1437407545134,"http://dbpedia.org/resource/Drury_Lane","",341287,341560,520572,21,0,0,0,-594594,-1
memoriesofmusici00ganzuoft,1436518466769,"http://dbpedia.org/resource/Covent_Garden","",443385,444823,492418,17,0,0,0,-504463,-1
musicallettersf00unkngoog,1448922458482,"","",377161,378772,571646,0,0,0,0,-1,-1
autobiographyan05unkngoog,1434462946983,"http://dbpedia.org/resource/London","",447065,447585,1119268,104,0,0,0,-1775882,-1
twomenmemoir00soutuoft,1435559512755,"http://dbpedia.org/resource/Worcester_Cathedral","",200724,201033,494037,2,0,1,0,0,-1
memoriesofmusici00ganzuoft,1436164628291,"http://dbpedia.org/resource/Theatre_Royal,_Drury_Lane","",70081,70561,492418,13,0,1,0,0,-1
thirtyyearsofmus00klei,1438532730981,"http://dbpedia.org/resource/Covent_Garden","",446984,448514,578001,54,0,0,0,-693024,-1
memoriesofmusici00ganzuoft,1435930984335,"http://dbpedia.org/resource/Princess's_Theatre,_London","",53222,54024,492418,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437498491403,"http://dbpedia.org/resource/Dublin","",381766,382563,520572,50,0,1,0,0,-1
musicallettersf00unkngoog,1448314706721,"","",180385,181192,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438161059126,"","",29508,30163,578001,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448321627053,"http://dbpedia.org/resource/Leipzig","",211163,212727,571646,34,0,0,0,-892259,-1
thirtyyearsofmus00klei,1438527366609,"http://dbpedia.org/resource/Lyric_Theatre,_London","",437727,438434,578001,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448315012079,"","",181380,182055,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1461777193721,"http://dbpedia.org/resource/England","",543550,543986,571646,29,0,1,0,0,-1
diaryofwilliampl01jaco,1447580182291,"","",602798,603248,1148331,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436435221703,"http://dbpedia.org/resource/Rome","",336880,337456,492418,16,0,0,0,-347207,-1
cu31924022334563,1438609131672,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",98413,101156,827587,36,0,0,0,-1547190,-1
lettersofcompose00norm,1424774498704,"","",806564,808106,916583,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448660482807,"","",328285,328498,571646,0,0,0,0,-1,-1
lifereminiscence00elveuoft,1432902586786,"http://dbpedia.org/resource/Oxford","",69376,69980,393672,31,0,1,0,0,-1
musicallettersf00unkngoog,1448920293515,"","",357841,358193,571646,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1438946962304,"http://dbpedia.org/resource/Norwich","",34218,34787,565930,31,0,0,0,-1089414,-1
recentmusicmusic00mosc,1429610699650,"","",262775,263042,968055,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438525989298,"http://dbpedia.org/resource/Covent_Garden","",421681,422296,578001,54,0,0,0,-719242,-1
recentmusicmusic00mosc,1431790026329,"http://dbpedia.org/resource/Leipzig","",733306,733505,968055,192,0,0,0,-1173966,-1
lifereminiscence00elveuoft,1432889084531,"http://dbpedia.org/resource/Windsor,_Berkshire","",40214,41138,393672,30,0,0,0,-728583,-1
musingsmemorieso00hensuoft,1514890180656,"","http://dbpedia.org/resource/George_Henschel",370623,371647,516273,0,2,0,0,-1,-346184
cu31924022334563,1438778739733,"","",480167,480765,827587,0,0,0,0,-1,-1
autobiographyimg01dela,1444051203096,"","http://dbpedia.org/resource/Mary_Delany",816146,816705,1133206,0,44,0,0,-1,-1376300
musicallettersf00unkngoog,1462037999108,"http://dbpedia.org/resource/Grote_Kerk,_Haarlem","",555075,556303,571646,0,0,0,0,-1,-1
cu31924022334563,1438680354534,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",231879,232529,827587,36,0,0,0,-1415817,-1
musicallettersf00unkngoog,1448039370049,"http://dbpedia.org/resource/St_Paul's_Cathedral","",20775,21297,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448039533036,"http://dbpedia.org/resource/St_Paul's_Cathedral","",21326,21682,571646,0,0,0,0,-1,-1
autobiographyimg01dela,1443533799144,"","http://dbpedia.org/resource/Mary_Delany",508407,509738,1133206,0,44,0,0,-1,-1683267
thirtyyearsofmus00klei,1438261222496,"http://dbpedia.org/resource/Covent_Garden","",182320,183423,578001,54,0,0,0,-958115,-1
musicallettersf00unkngoog,1448278147591,"http://dbpedia.org/resource/Gewandhaus","",54631,55865,571646,19,0,0,0,-292341,-1
cu31924022334563,1438780085816,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",508235,509137,827587,36,0,0,0,-1139209,-1
reminiscencesofm02kellrich,1435865766643,"http://dbpedia.org/resource/Haymarket,_London","",87290,87656,520572,5,0,0,0,-940922,-1
westminsterpilgr00briduoft,1433093250202,"","",497882,499238,663181,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438259777575,"","",177381,178263,578001,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1435840591315,"http://dbpedia.org/resource/London","",18262,18853,492418,97,0,0,0,-964772,-1
musicallettersf00unkngoog,1448368866047,"","",278997,279080,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438260340275,"http://dbpedia.org/resource/Covent_Garden","",178702,179144,578001,54,0,0,0,-962394,-1
musicallettersf00unkngoog,1461779662782,"http://dbpedia.org/resource/London","",546676,549583,571646,48,0,1,0,0,-1
reminiscencesofm02kellrich,1437429758375,"http://dbpedia.org/resource/Royal_Opera_House","",371960,372646,520572,22,0,0,0,-627545,-1
musicallettersf00unkngoog,1448313482895,"","",176553,176858,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438436621227,"http://dbpedia.org/resource/Covent_Garden","",314360,314651,578001,54,0,0,0,-826887,-1
reminiscencesofm01kellrich,1427461889324,"http://dbpedia.org/resource/Naples","",97007,98029,501477,113,0,0,0,-727632,-1
reminiscencesofm02kellrich,1435863052573,"http://dbpedia.org/resource/London","",60462,60690,520572,70,0,0,0,-979962,-1
diaryofwilliampl01jaco,1447521802407,"","",208263,208621,1148331,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447535225117,"","",997639,997810,1148331,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448369361055,"","",281291,281816,571646,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437162662523,"http://dbpedia.org/resource/Royal_Opera_House","",242944,243496,520572,22,0,0,0,-756695,-1
reminiscencesofm01kellrich,1427462848427,"http://dbpedia.org/resource/Calabria","",99143,100652,501477,4,0,2,0,0,-1
reminiscencesofm02kellrich,1438711328776,"http://dbpedia.org/resource/Drury_Lane","",453254,453947,520572,21,0,0,0,-482207,-1
musicallettersf00unkngoog,1448706202822,"","",330411,331018,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436438560540,"http://dbpedia.org/resource/St_James's_Hall","",362307,362849,492418,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436457314337,"http://dbpedia.org/resource/Covent_Garden","",407579,409800,492418,17,0,0,0,-539486,-1
reminiscencesofm02kellrich,1437500212019,"http://dbpedia.org/resource/Freemasons'_Hall,_London","",388060,389419,520572,0,0,1,0,0,-1
musicallettersf00unkngoog,1462038377036,"http://dbpedia.org/resource/Holland","",558096,558323,571646,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1438870207716,"http://dbpedia.org/resource/London","",19488,20505,565930,409,0,0,0,-1108724,-1
memoriesofmusici00ganzuoft,1436202482351,"http://dbpedia.org/resource/St_James's_Hall","",186272,186984,492418,0,0,0,0,-1,-1
westminsterpilgr00briduoft,1432830272373,"http://dbpedia.org/resource/Westminster_Abbey","",259940,261640,663181,154,0,0,0,-1059865,-1
musicallettersf00unkngoog,1448395383674,"http://dbpedia.org/resource/London","",294308,294924,571646,48,0,0,0,-841298,-1
musicallettersf00unkngoog,1448311366799,"","",143137,146265,571646,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1430588560920,"http://dbpedia.org/resource/Verona","",259596,260151,501477,17,0,1,0,0,-1
thirtyyearsofmus00klei,1438262649189,"","",209896,210310,578001,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438263571731,"","",212070,213228,578001,0,0,0,0,-1,-1
cu31924022334563,1438768079697,"","",419611,420714,827587,0,0,0,0,-1,-1
autobiographyimg01dela,1443534702229,"http://dbpedia.org/resource/Dublin","http://dbpedia.org/resource/Mary_Delany",541417,541741,1133206,78,44,0,0,-1556928,-1651264
musicallettersf00unkngoog,1448920858487,"","",363341,364844,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1435927129543,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",33653,34024,492418,2,0,0,0,-165458,-1
thirtyyearsofmus00klei,1438191374996,"http://dbpedia.org/resource/Cambridge","",103260,104215,578001,12,0,0,0,-1037279,-1
reminiscencesofm01kellrich,1430751146450,"http://dbpedia.org/resource/Vienna","",332109,333780,501477,106,0,1,0,0,-1
cu31924022334563,1438614360025,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",144333,145486,827587,36,0,0,0,-1502860,-1
musicallettersf00unkngoog,1448279620157,"","",70041,71486,571646,0,0,0,0,-1,-1
cu31924022334563,1438685629660,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",282310,284005,827587,36,0,0,0,-1364341,-1
diaryofwilliampl01jaco,1447521350548,"http://dbpedia.org/resource/Charleston,_South_Carolina","",176101,179325,1148331,66,0,0,0,-2058832,-1
recentmusicmusic00mosc,1431952551670,"http://dbpedia.org/resource/Leipzig","",775155,775488,968055,192,0,0,0,-1131983,-1
diaryofwilliampl01jaco,1447582204214,"","",1140478,1141270,1148331,0,0,0,0,-1,-1
cu31924022334563,1438680128352,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",229816,231642,827587,36,0,0,0,-1416704,-1
memoriesofmusici00ganzuoft,1436445995717,"http://dbpedia.org/resource/Covent_Garden","",379012,379355,492418,17,0,0,0,-569931,-1
memoriesofmusici00ganzuoft,1435931512268,"","",64552,65135,492418,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437429287876,"","",369796,370404,520572,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448313123004,"http://dbpedia.org/resource/Berlin","",175376,176053,571646,27,0,1,0,0,-1
musicallettersf00unkngoog,1461790279048,"http://dbpedia.org/resource/St_Paul's_Cathedral","",549743,550182,571646,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1435314166443,"http://dbpedia.org/resource/Paris","",498844,500334,501477,33,0,2,0,0,-1
igorstravinskyan011583mbp,1435675986497,"http://dbpedia.org/resource/England","http://dbpedia.org/resource/Igor_Stravinsky",251578,251979,325553,3,7,1,0,0,-396294
autobiographycor01delauoft,1444926871813,"http://dbpedia.org/resource/London","",24096,24657,988508,135,0,0,0,-1949442,-1
recentmusicmusic00mosc,1430061110446,"http://dbpedia.org/resource/London","",409752,410060,968055,220,0,0,0,-1497198,-1
reminiscencesofm01kellrich,1427462513930,"http://dbpedia.org/resource/Naples","",98050,98579,501477,113,0,0,0,-727082,-1
memoriesofmusici00ganzuoft,1435915981952,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",24325,25474,492418,2,0,0,0,-174008,-1
lettersofcompose00norm,1424683736421,"http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/Mikhail_Glinka",283767,284944,916583,145,17,1,0,0,-1516916
musicallettersf00unkngoog,1448921716519,"","",370956,371269,571646,0,0,0,0,-1,-1
cu31924022334563,1438769202218,"","",438794,441100,827587,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448279089520,"","",67629,69993,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438524762496,"http://dbpedia.org/resource/Covent_Garden","",413657,414320,578001,54,0,0,0,-727218,-1
musicallettersf00unkngoog,1448921338450,"","",367291,368572,571646,0,0,0,0,-1,-1
cu31924022334563,1438704734352,"","",354130,355445,827587,0,0,0,0,-1,-1
autobiographyimg01dela,1443531310706,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/Mary_Delany",418531,419137,1133206,131,44,0,0,-1846699,-1773868
diaryofwilliampl01jaco,1447581982385,"","",1073588,1073658,1148331,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438522453832,"http://dbpedia.org/resource/Birmingham","",399958,400308,578001,11,0,0,0,-731581,-1
reminiscencesofm02kellrich,1435858990668,"http://dbpedia.org/resource/London","",54337,55673,520572,70,0,0,0,-984979,-1
musicallettersf00unkngoog,1448393386565,"http://dbpedia.org/resource/Ville-d'Avray","",284140,284577,571646,0,0,0,0,-1,-1
cu31924022334563,1438616740544,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",177532,179186,827587,36,0,0,0,-1469160,-1
reminiscencesofm02kellrich,1437307585526,"http://dbpedia.org/resource/Drury_Lane","",293880,294559,520572,21,0,0,0,-641595,-1
reminiscencesofm01kellrich,1432056176787,"http://dbpedia.org/resource/London","",423095,424006,501477,41,0,1,0,0,-1
musicallettersf00unkngoog,1448357431466,"","",233540,233770,571646,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1439490546943,"http://dbpedia.org/resource/Leeds","",222864,223665,565930,14,0,1,0,0,-1
cu31924022334563,1438687949932,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",338953,339842,827587,36,0,0,0,-1308504,-1
musicallettersf00unkngoog,1461790554025,"","",550049,551040,571646,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1429703626688,"http://dbpedia.org/resource/Brescia","",244429,245448,501477,17,0,2,0,0,-1
diaryofwilliampl01jaco,1447580882672,"","",959159,959459,1148331,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1436293470468,"http://dbpedia.org/resource/Lancaster,_Lancashire","",103829,104021,520572,1,0,1,0,0,-1
reminiscencesofm02kellrich,1437407180880,"http://dbpedia.org/resource/Drury_Lane","",341111,341255,520572,21,0,0,0,-594899,-1
cu31924022334563,1438784652063,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",535262,536598,827587,36,0,0,0,-1111748,-1
recentmusicmusic00mosc,1429618477739,"http://dbpedia.org/resource/Edinburgh","",317165,317429,968055,12,0,0,0,-342939,-1
thirtyyearsofmus00klei,1438248640511,"http://dbpedia.org/resource/Covent_Garden","",119038,120315,578001,54,0,1,0,0,-1
recentmusicmusic00mosc,1432129384588,"http://dbpedia.org/resource/Leipzig","",812028,812176,968055,192,0,0,0,-1095295,-1
memoriesofmusici00ganzuoft,1436434376182,"","",331401,332944,492418,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448282044001,"http://dbpedia.org/resource/Leipzig","",101941,102393,571646,34,0,0,0,-1002593,-1
cu31924022334563,1438679318783,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",205018,206293,827587,36,0,0,0,-1442053,-1
lettersofcompose00norm,1424649611757,"","http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart",151250,152046,916583,0,90,0,0,-1,-1674872
memoriesofmusici00ganzuoft,1436283623047,"http://dbpedia.org/resource/St_James's_Hall","",261247,261771,492418,0,0,0,0,-1,-1
cu31924022334563,1438779843654,"","",505340,507512,827587,0,0,0,0,-1,-1
cu31924022334563,1438687949932,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",338953,339842,827587,36,0,0,0,-1308504,-1
thirtyyearsofmus00klei,1438159538620,"","",18153,19648,578001,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448921066520,"","",364890,365959,571646,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447580357730,"","",654622,654991,1148331,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438593512176,"","",489782,492134,578001,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437230370982,"http://dbpedia.org/resource/Paris","",253380,254068,520572,58,0,1,0,0,-1
musicallettersf00unkngoog,1448322397200,"","",219547,220109,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448366973491,"http://dbpedia.org/resource/Paris","",278203,278345,571646,16,0,0,0,-461557,-1
memoriesofmusici00ganzuoft,1436519578396,"http://dbpedia.org/resource/Covent_Garden","",448667,449301,492418,17,0,0,0,-499985,-1
musingsmemorieso00hensuoft,1509444724666,"http://dbpedia.org/resource/Cologne","http://dbpedia.org/resource/George_Henschel",209680,211026,516273,12,2,1,0,0,-506805
memoriesofmusici00ganzuoft,1436281042239,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",244109,244445,492418,2,0,0,0,44627,-1
reminiscencesofm02kellrich,1436352571813,"http://dbpedia.org/resource/Drury_Lane","",115777,116444,520572,21,0,0,0,-819710,-1
cu31924022334563,1438687348398,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",330263,331282,827587,36,0,0,0,-1317064,-1
reminiscencesofm02kellrich,1438711328776,"http://dbpedia.org/resource/Drury_Lane","",453254,453947,520572,21,0,0,0,-482207,-1
thirtyyearsofmus00klei,1438591711956,"http://dbpedia.org/resource/Covent_Garden","",482503,483088,578001,54,0,1,0,0,-1
recentmusicmusic00mosc,1431697022699,"http://dbpedia.org/resource/Birmingham","",725354,725866,968055,23,0,0,0,-826431,-1
musicallettersf00unkngoog,1448397101672,"http://dbpedia.org/resource/London","",305423,307584,571646,48,0,0,0,-828638,-1
musicallettersf00unkngoog,1448396118064,"","",295199,297350,571646,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1439054909470,"http://dbpedia.org/resource/London","",119461,119835,565930,409,0,1,0,0,-1
thirtyyearsofmus00kleiuoft,1439055377838,"http://dbpedia.org/resource/Covent_Garden","",121610,122307,565930,56,0,1,0,0,-1
recentmusicmusic00mosc,1432025368165,"http://dbpedia.org/resource/Leipzig","",792171,792586,968055,192,0,0,0,-1114885,-1
dublindiary00joyc,1447880088611,"http://dbpedia.org/resource/Dublin","",108965,109072,257015,13,0,0,0,-404667,-1
thirtyyearsofmus00klei,1438532103693,"http://dbpedia.org/resource/Covent_Garden","",439036,440500,578001,54,0,0,0,-701038,-1
reminiscencesofm02kellrich,1437328064404,"http://dbpedia.org/resource/Drury_Lane","",312197,312393,520572,21,0,0,0,-623761,-1
thirtyyearsofmus00klei,1438589777282,"","",472854,474076,578001,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447535113675,"http://dbpedia.org/resource/Lookout_Mountain","",286123,286380,1148331,1,0,0,0,-284917,-1
reminiscencesofm02kellrich,1437497691523,"","",379504,381380,520572,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1428139048247,"http://dbpedia.org/resource/Rome","",109386,109813,501477,24,0,0,0,-551257,-1
lettersofcompose00norm,1424652424027,"","http://dbpedia.org/resource/Hector_Berlioz",272822,273381,916583,0,48,0,0,-1,-1552489
thirtyyearsofmus00klei,1438524170239,"","",412054,412587,578001,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448275407308,"","",26987,29182,571646,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1438690627657,"http://dbpedia.org/resource/Beauvais","",407139,408103,520572,1,0,2,0,0,-1
lettersofcompose00norm,1424645491538,"","http://dbpedia.org/resource/George_Frideric_Handel",63178,64795,916583,0,35,0,0,-1,-1695443
musicalmemories017451mbp,1432305480559,"http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/Camille_Saint-Sa%C3%ABns",24965,25450,302959,27,0,0,0,-512915,-1
thirtyyearsofmus00klei,1438600198307,"http://dbpedia.org/resource/Royal_Albert_Hall","",534335,534791,578001,26,0,1,0,0,-1
memoriesofmusici00ganzuoft,1435930476313,"http://dbpedia.org/resource/Covent_Garden","",46955,47604,492418,17,0,1,0,0,-1
thirtyyearsofmus00klei,1438263912656,"","",213329,214669,578001,0,0,0,0,-1,-1
musingsmemorieso00hensuoft,1511979277223,"","http://dbpedia.org/resource/George_Henschel",220908,222817,516273,0,2,0,0,-1,-495014
autobiographyimg01dela,1444158003640,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/George_Frideric_Handel",837107,837744,1133206,131,50,0,2,-1428092,0
cu31924022334563,1438765812082,"","",413195,414166,827587,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1435246956861,"http://dbpedia.org/resource/Norwich","",465106,468666,501477,6,0,5,0,0,-1
diaryofwilliampl01jaco,1447522128753,"http://dbpedia.org/resource/Clinton,_South_Carolina","",232607,232841,1148331,0,0,0,0,-1,-1
musingsmemorieso00hensuoft,1509389379832,"","http://dbpedia.org/resource/George_Henschel",171801,173801,516273,0,2,0,0,-1,-544030
autobiographyimg01dela,1444420037949,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/Mary_Delany",986767,987160,1133206,131,44,0,0,-1278676,-1205845
cu31924022334563,1438608430250,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",93743,94782,827587,36,0,0,0,-1553564,-1
cu31924022334563,1438781426985,"","",512557,514087,827587,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438262221763,"http://dbpedia.org/resource/London","",203162,203655,578001,409,0,1,0,0,-1
memoriesofmusici00ganzuoft,1436260072528,"http://dbpedia.org/resource/St_James's_Hall","http://dbpedia.org/resource/Grand_Duchess_Maria_Alexandrovna_of_Russia",196554,197949,492418,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1432137873706,"http://dbpedia.org/resource/Westminster_Abbey","",431575,434543,501477,1,0,1,0,0,-1
reminiscencesofm01kellrich,1430593986926,"http://dbpedia.org/resource/Venice","",275535,275766,501477,89,0,0,0,-721084,-1
cu31924022334563,1438764866768,"","",406493,408912,827587,0,0,0,0,-1,-1
autobiographyimg01dela,1443531509558,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/Mary_Delany",466813,467280,1133206,131,44,0,0,-1798556,-1725725
reminiscencesofm02kellrich,1437500212019,"http://dbpedia.org/resource/Freemasons'_Hall,_London","",388060,389419,520572,0,0,1,0,0,-1
diaryofwilliampl01jaco,1447581888138,"","",1050774,1050892,1148331,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1439055096433,"http://dbpedia.org/resource/Covent_Garden","",119882,120418,565930,56,0,1,0,0,-1
thirtyyearsofmus00klei,1438427296305,"","http://dbpedia.org/resource/Luigi_Mancinelli",286918,287727,578001,0,5,0,0,-1,-764196
autobiographyco03dela,1446664157771,"http://dbpedia.org/resource/Westminster_Abbey","",352233,352293,1162742,8,0,0,0,-1657324,-1
reminiscencesofm02kellrich,1437415954991,"http://dbpedia.org/resource/Drury_Lane","",352776,353700,520572,21,0,0,0,-582454,-1
reminiscencesofm01kellrich,1428065655005,"http://dbpedia.org/resource/Rome","",103366,109007,501477,24,0,4,0,0,-1
recentmusicmusic00mosc,1430132370365,"http://dbpedia.org/resource/Brighton","",422842,422955,968055,12,0,0,0,-423636,-1
recentmusicmusic00mosc,1430919558858,"http://dbpedia.org/resource/Birmingham","",600376,600636,968055,23,0,0,0,-951661,-1
recentmusicmusic00mosc,1426860323745,"http://dbpedia.org/resource/Dresden","",67678,67806,968055,34,0,0,0,-1782226,-1
musicallettersf00unkngoog,1448281888079,"http://dbpedia.org/resource/Leipzig","",98877,102279,571646,34,0,0,0,-1002707,-1
thirtyyearsofmus00klei,1438534266920,"http://dbpedia.org/resource/Covent_Garden","",463977,464515,578001,54,0,0,0,-677023,-1
autobiographyimg01dela,1444411372026,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/Mary_Delany",973312,973807,1133206,131,44,0,0,-1292029,-1219198
cu31924022334563,1438684753313,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",279346,279895,827587,36,0,0,0,-1368451,-1
autobiographyan05unkngoog,1434464242611,"http://dbpedia.org/resource/Covent_Garden","",478984,479692,1119268,2,0,0,0,-480242,-1
musicallettersf00unkngoog,1448709848065,"","",339253,340595,571646,0,0,0,0,-1,-1
cu31924022334563,1438703994435,"","",348622,349432,827587,0,0,0,0,-1,-1
cu31924022334563,1438765812082,"","",413195,414166,827587,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436266262307,"http://dbpedia.org/resource/Windsor_Castle","",226191,228767,492418,10,0,3,0,0,-1
thirtyyearsofmus00kleiuoft,1439490147925,"http://dbpedia.org/resource/Leeds","",220529,222323,565930,14,0,2,0,0,-1
autobiographyimg01dela,1444411285613,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/Mary_Delany",969904,970167,1133206,131,44,0,0,-1295669,-1222838
musicallettersf00unkngoog,1448359608080,"","",265546,265786,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438598938260,"http://dbpedia.org/resource/Queen's_Hall","",522310,523319,578001,0,0,0,0,-1,-1
musingsmemorieso00hensuoft,1509447507372,"","",214526,217127,516273,0,0,0,0,-1,-1
lifereminiscence00elveuoft,1433239367209,"http://dbpedia.org/resource/Windsor,_Berkshire","",239812,240149,393672,30,0,0,0,-529572,-1
diaryofwilliampl01jaco,1447519955489,"","",159042,159966,1148331,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436182498768,"http://dbpedia.org/resource/Hanover_Square_Rooms","",117674,118817,492418,2,0,0,0,-613020,-1
musicallettersf00unkngoog,1448285563397,"","",102964,108467,571646,0,0,0,0,-1,-1
recentmusicmusic00mosc,1429621761088,"http://dbpedia.org/resource/London","",341740,341894,968055,220,0,0,0,-1565364,-1
musicallettersf00unkngoog,1448360140810,"","",268074,269803,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438423663362,"","",256945,257427,578001,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1438962563287,"http://dbpedia.org/resource/London","",48713,49641,565930,409,0,0,0,-1079588,-1
musicallettersf00unkngoog,1448280297446,"http://dbpedia.org/resource/Leipzig","",84055,84968,571646,34,0,1,0,0,-1
musicalmemories017451mbp,1432305715583,"http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/Camille_Saint-Sa%C3%ABns",25491,25592,302959,27,0,0,0,-512773,-1
recentmusicmusic00mosc,1432487662435,"http://dbpedia.org/resource/Gewandhaus","",875596,875829,968055,32,0,1,0,0,-1
